Date_of_event,Date_of_resolution,Type_of_offence,Summary_of_offence,Zone,Block,Division,Locality
01-03-2008,01-03-2008,THEFT-ALL OTHER,THEFT-OTH,UNKNOWN,,,UNKNOWN
01-03-2008,01-03-2008,WEAPON,WEAPON-POSSESSION,NORTH,U,U3,RR
01-03-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTH,R,R3,HC
01-03-2008,01-03-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J1,GREENWOOD
01-03-2008,01-06-2008,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S1,MBH
01-03-2008,01-03-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U3,RR
01-03-2008,01-03-2008,DUI,DUI-LIQUOR,EAST,C,C2,MADISON PARK
01-03-2008,01-03-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,L,L2,NG
01-03-2008,01-03-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DC
01-03-2008,01-03-2008,THEFT-BUILDING,THEFT-BUILDING,SOUTH,O,O1,SODO
01-03-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,R,R1,NBH
01-03-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R2,MB
01-03-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,S,S3,RV
01-03-2008,1/30/2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D1,BELLTOWN
01-03-2008,01-03-2008,NARCOTIC,NARC-POSSESS-COCAINE,NORTH,J,J1,GREENWOOD
01-03-2008,01-03-2008,TRESPASS,TRESPASS,NORTH,B,B1,BS
01-03-2008,01-04-2008,CAR PROWL,THEFT-AUTOACC,WEST,D,D1,BELLTOWN
01-03-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B3,WALLINGFORD
01-03-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R3,LW/SP
01-03-2008,01-03-2008,THEFT-BICYCLE,THEFT-BICYCLE,EAST,E,E3,FH
01-03-2008,01-03-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,S,S3,RB
01-03-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J1,BN
01-03-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B3,WALLINGFORD
01-03-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D3,EW
01-03-2008,01-03-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K3,PS
01-03-2008,1/17/2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R3,LW/SP
01-03-2008,01-03-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,W,W3,RWA
01-03-2008,01-03-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,D,D2,SC
01-03-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,F,F3,HPC
01-03-2008,01-03-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U2,UNI
01-03-2008,01-03-2008,RAPE,RAPE-OTHER,WEST,M,M1,DC
01-03-2008,01-03-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J1,GREENWOOD
01-03-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U1,UNI
01-03-2008,01-03-2008,DUI,DUI-LIQUOR,EAST,C,C1,CH
01-03-2008,01-03-2008,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E3,CH
01-03-2008,01-03-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,D,D1,BELLTOWN
01-03-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BN
01-03-2008,01-03-2008,TRESPASS,TRESPASS,EAST,G,G2,CA/SP
01-03-2008,01-03-2008,DUI,DUI-LIQUOR,SOUTH,S,S2,BD
01-03-2008,01-03-2008,THEFT-BUILDING,THEFT-BUILDING,EAST,G,G1,FH
01-03-2008,01-11-2008,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,SOUTHWEST,F,F1,CD
01-03-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,NORTH,L,L1,LAKECITY
01-03-2008,04-06-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R2,CR
01-03-2008,01-03-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N3,NG
01-03-2008,01-04-2008,WEAPON,WEAPON-POSSESSION,EAST,C,C3,CA/SP
01-03-2008,1/29/2008,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S2,BD
01-03-2008,01-04-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-INDECENT EXPOSURE,NORTH,N,N2,NG
01-03-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,SOUTH,R,R3,HC
01-04-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QA
01-04-2008,01-05-2009,NARCOTIC,NARC-SELL-COCAINE,WEST,K,K2,PS
01-04-2008,01-04-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L1,NG
01-04-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,WEST,M,M2,SC
01-04-2008,1/15/2008,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C1,CA/SP
01-04-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,NORTH,N,N1,BITTERLAKE
01-04-2008,01-05-2008,CAR PROWL,THEFT-AUTOACC,NORTH,N,N1,BITTERLAKE
01-04-2008,01-04-2008,WEAPON,WEAPON-POSSESSION,WEST,M,M3,DC
01-04-2008,01-04-2008,NARCOTIC,NARC-POSSESS-MARIJU,NORTH,U,U2,UNI
01-04-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BN
01-04-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,BS
01-04-2008,01-05-2008,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,SOUTHWEST,W,W2,AJ
01-04-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,SC
01-04-2008,01-06-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N1,BN
01-04-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DC
01-04-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,EAST,E,E2,CH
01-04-2008,01-04-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M3,DC
01-04-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D1,BELLTOWN
01-04-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BN
01-04-2008,01-05-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,L,L1,LAKECITY
01-04-2008,01-05-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,U,U3,RR
01-04-2008,01-05-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R3,HC
01-04-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BN
01-04-2008,01-04-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,D,D1,BELLTOWN
01-04-2008,01-04-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N2,BITTERLAKE
01-04-2008,01-05-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,U,U3,RR
01-04-2008,01-05-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,M,M3,DC
01-04-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B3,WALLINGFORD
01-04-2008,01-04-2008,NARCOTIC,NARC-SELL-COCAINE,WEST,D,D1,BELLTOWN
01-04-2008,01-04-2008,CAR PROWL,THEFT-AUTOACC,WEST,Q,Q3,SC
01-04-2008,01-04-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NG
01-04-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K1,DC
01-04-2008,01-04-2008,LIQUOR LAW VIOLATION,LIQUOR LAW VIOLATION,SOUTH,R,R3,HC
01-04-2008,01-05-2008,CAR PROWL,THEFT-AUTOACC,NORTH,U,U3,RR
01-04-2008,01-08-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,D,D1,BELLTOWN
01-04-2008,01-05-2008,CAR PROWL,THEFT-AUTOACC,SOUTH,S,S2,BD
01-04-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BN
01-04-2008,01-05-2008,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,EAST,G,G3,JNBH
01-04-2008,01-04-2008,DUI,DUI-LIQUOR,SOUTH,R,R2,MB
01-04-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,EAST,G,G1,FH
01-04-2008,01-05-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,Q,Q2,QA
01-04-2008,01-08-2008,,BURGLARY-OTHER,NORTH,J,J1,BN
01-04-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,SC
01-04-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,SC
01-04-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U2,UNI
01-04-2008,01-09-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,Q,Q1,MAGNOLIA
01-04-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K3,CI
01-04-2008,01-04-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-04-2008,01-07-2008,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S3,RB
01-04-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U3,SANDPOINT
01-04-2008,01-12-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,F,F1,HP
01-04-2008,01-08-2008,THEFT-BUILDING,THEFT-BUILDING,EAST,C,C2,CA/SP
01-04-2008,01-04-2008,NARCOTIC,NARC-SELL-COCAINE,WEST,D,D1,BELLTOWN
01-04-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B3,WALLINGFORD
01-04-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q1,MAGNOLIA
01-04-2008,01-05-2008,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M3,DC
01-04-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BN
01-04-2008,01-04-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NG
01-04-2008,01-04-2008,TRESPASS,TRESPASS,WEST,D,D1,BELLTOWN
01-04-2008,01-04-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,O,O2,GEORGETOWN
01-04-2008,01-04-2008,THEFT-BICYCLE,THEFT-BICYCLE,WEST,Q,Q2,QA
01-04-2008,01-04-2008,THEFT-BUILDING,THEFT-BUILDING,WEST,K,K1,DC
01-04-2008,01-04-2008,DUI,HARBOR - BOATING UNDER INFLUENCE,NORTH,B,B3,WALLINGFORD
01-04-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,S,S1,MBH
01-04-2008,01-04-2008,NARCOTIC,NARC-POSSESS-OTHER,NORTH,L,L1,LAKECITY
01-04-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,W,W3,MORGAN
01-04-2008,01-06-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,L,L2,RR
01-04-2008,01-04-2008,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M3,DC
01-04-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,L,L1,NG
01-04-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K1,DC
01-04-2008,01-05-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R3,LW/SP
01-04-2008,01-04-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-04-2008,01-04-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-04-2008,01-08-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B2,FR
01-04-2008,01-09-2008,CAR PROWL,THEFT-LICENSE PLATE,SOUTH,O,O2,GEORGETOWN
01-04-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q2,QA
01-04-2008,01-04-2008,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,SOUTH,R,R2,MB
01-04-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,F,F2,RWA
01-04-2008,01-07-2008,CAR PROWL,THEFT-AUTOACC,WEST,Q,Q2,QA
01-04-2008,01-04-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,D,D1,BELLTOWN
01-04-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K3,CI
01-04-2008,01-04-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,D,D2,SC
01-04-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,E,E1,CH
01-04-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N2,NG
01-04-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K3,CI
01-04-2008,01-04-2008,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,B,B2,FR
01-04-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N2,NG
01-04-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N3,NG
01-04-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N3,NG
01-04-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N2,NG
01-04-2008,01-04-2008,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,EAST,E,E3,FH
01-04-2008,01-04-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NG
01-04-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,W,W2,MORGAN
01-04-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E2,CH
01-04-2008,01-04-2008,TRESPASS,TRESPASS,NORTH,U,U3,RR
01-04-2008,01-04-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,R,R2,MB
01-04-2008,01-04-2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-WEAPON,EAST,G,G1,FH
01-04-2008,01-04-2008,ARSON,ARSON-VEHICLE,EAST,G,G3,JNBH
01-04-2008,01-04-2008,NARCOTIC,NARC-POSSESS-MARIJU,NORTH,B,B1,BS
01-04-2008,01-04-2008,DUI,DUI-LIQUOR,SOUTH,O,O2,GEORGETOWN
01-04-2008,01-04-2008,DUI,DUI-LIQUOR,EAST,C,C1,EASTLAKE - EAST
01-04-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C1,CH
01-04-2008,01-04-2008,DUI,DUI-LIQUOR,NORTH,J,J3,RR
01-04-2008,01-04-2008,NARCOTIC,NARC-POSSESS-METH,SOUTHWEST,F,F3,HPC
01-04-2008,01-04-2008,NARCOTIC,NARC-POSSESS-COCAINE,NORTH,N,N3,NG
01-04-2008,01-05-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,UNKNOWN,,,UNKNOWN
01-04-2008,01-04-2008,NARCOTIC,NARC-POSSESS-MARIJU,SOUTH,R,R2,MB
01-04-2008,1/29/2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,BS
01-04-2008,1/29/2008,CAR PROWL,THEFT-CARPROWL,SOUTH,R,R2,MB
01-04-2008,1/19/2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTH,S,S2,RB
01-04-2008,01-06-2008,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,J,J2,BN
01-04-2008,1/14/2008,THEFT-BUILDING,THEFT-BUILDING,SOUTH,S,S2,BD
01-04-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,UNKNOWN,,,UNKNOWN
01-04-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,EAST,G,G3,JNBH
01-05-2008,01-07-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,K,K2,PS
01-05-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U3,RR
01-05-2008,01-05-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B3,WALLINGFORD
01-05-2008,01-06-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M3,DC
01-05-2008,01-06-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,U,U2,UNI
01-05-2008,04-10-2008,DUI,DUI-LIQUOR,EAST,G,G2,ML
01-05-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K2,PS
01-05-2008,01-05-2008,TRESPASS,TRESPASS,NORTH,L,L1,NG
01-05-2008,01-05-2008,DUI,DUI-LIQUOR,NORTH,U,U2,UNI
01-05-2008,01-05-2008,WEAPON,WEAPON-POSSESSION,NORTH,U,U1,UNI
01-05-2008,01-05-2008,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,EAST,G,G1,FH
01-05-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,NORTH,U,U1,UNI
01-05-2008,01-07-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,G,G2,CA/SP
01-05-2008,1/13/2009,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BN
01-05-2008,01-05-2008,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,SOUTH,S,S2,BD
01-05-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,O,O1,SODO
01-05-2008,01-05-2008,NARCOTIC,NARC-POSSESS-COCAINE,EAST,G,G2,CA/SP
01-05-2008,01-05-2008,TRESPASS,TRESPASS,WEST,M,M2,SC
01-05-2008,01-05-2008,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,NORTH,N,N3,NG
01-05-2008,01-05-2008,TRESPASS,TRESPASS,WEST,K,K2,PS
01-05-2008,01-09-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-INDECENT EXPOSURE,SOUTH,O,O2,SODO
01-05-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,FR
01-05-2008,1/13/2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D1,BELLTOWN
01-05-2008,01-06-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-INDECENT LIBERTIES,SOUTH,R,R2,MB
01-05-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,NORTH,U,U1,UNI
01-05-2008,01-06-2008,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M1,BELLTOWN
01-05-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N3,NG
01-05-2008,7/31/2008,THEFT-ALL OTHER,THEFT-PKPOCKET,WEST,K,K1,DC
01-05-2008,01-06-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,FR
01-05-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,WEST,Q,Q3,QA
01-05-2008,01-06-2008,THEFT-BUILDING,THEFT-BUILDING,WEST,K,K3,CI
01-05-2008,01-05-2008,NARCOTIC,NARC-EQUIPMENT/PARAPHENALIA,NORTH,L,L1,NG
01-05-2008,01-05-2008,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,WEST,D,D3,EW
01-05-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,EAST,E,E1,CH
01-05-2008,01-06-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,L,L2,NG
01-05-2008,01-05-2008,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,WEST,K,K2,PS
01-05-2008,02-06-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N3,GREENWOOD
01-05-2008,1/20/2008,CAR PROWL,THEFT-AUTOACC,SOUTHWEST,F,F2,RWA
01-05-2008,01-05-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,W,W1,NA
01-05-2008,01-05-2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,SOUTHWEST,F,F3,SP
01-05-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,NORTH,U,U1,UNI
01-05-2008,01-06-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K1,DC
01-05-2008,01-06-2008,CAR PROWL,THEFT-AUTOACC,WEST,D,D2,QA
01-05-2008,01-05-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,NG
01-05-2008,01-05-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,D,D2,SC
01-05-2008,01-06-2009,CAR PROWL,THEFT-CARPROWL,NORTH,N,N3,NG
01-05-2008,1/18/2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B1,BS
01-05-2008,01-05-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DC
01-05-2008,1/28/2008,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K2,PS
01-05-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DC
01-05-2008,01-05-2008,THEFT-BUILDING,THEFT-BUILDING,NORTH,L,L2,NG
01-05-2008,01-06-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U1,RR
01-05-2008,01-05-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-05-2008,01-05-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J1,BN
01-05-2008,01-05-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,R,R2,NBH
01-05-2008,01-06-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J2,PHINNEY RIDGE
01-05-2008,01-05-2008,WEAPON,WEAPON-CONCEALED,WEST,K,K2,PS
01-05-2008,01-05-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-05-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,R,R2,MB
01-05-2008,01-05-2008,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C1,CH
01-05-2008,01-05-2008,THEFT-BICYCLE,THEFT-BICYCLE,WEST,D,D1,BELLTOWN
01-05-2008,04-05-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,D,D2,QA
01-05-2008,01-05-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,K,K1,DC
01-05-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,O,O1,SODO
01-05-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W3,MORGAN
01-05-2008,01-05-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,B,B3,WALLINGFORD
01-05-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,QA
01-05-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,NORTH,N,N2,NG
01-05-2008,02-04-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J1,BN
01-05-2008,01-05-2008,NARCOTIC,NARC-POSSESS-MARIJU,WEST,K,K2,PS
01-05-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K2,PS
01-05-2008,01-05-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,D,D3,SC
01-05-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,NORTH,L,L2,NG
01-05-2008,01-05-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,W,W1,NA
01-05-2008,01-06-2008,PROSTITUTION,PROSTITUTION-ASSIST-PROMOTE,SOUTH,O,O2,GEORGETOWN
01-05-2008,11-05-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,D,D2,SC
01-05-2008,01-05-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L2,RR
01-05-2008,01-05-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N2,NG
01-05-2008,01-05-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,S,S2,BD
01-05-2008,01-05-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,E,E2,CH
01-05-2008,01-05-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,F,F2,RWA
01-05-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K2,PS
01-05-2008,01-05-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,Q,Q3,QA
01-05-2008,01-05-2008,THEFT-BUILDING,THEFT-BUILDING,EAST,E,E2,CH
01-05-2008,01-05-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,M,M3,DC
01-05-2008,01-05-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,Q,Q1,MAGNOLIA
01-05-2008,01-05-2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,WEST,K,K1,DC
01-05-2008,01-05-2008,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,SOUTHWEST,W,W2,AJ
01-05-2008,01-05-2008,THEFT-ALL OTHER,THEFT-PKPOCKET,WEST,Q,Q3,SC
01-05-2008,02-07-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,Q,Q2,QA
01-05-2008,01-05-2008,THEFT-ALL OTHER,THEFT-COINOP,EAST,E,E3,FH
01-05-2008,01-05-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N2,NG
01-05-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,EAST,C,C1,EASTLAKE - EAST
01-05-2008,01-05-2008,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,WEST,K,K3,DC
01-05-2008,01-05-2008,TRESPASS,TRESPASS,WEST,K,K2,PS
01-05-2008,01-05-2008,DUI,DUI-LIQUOR,SOUTH,S,S2,RB
01-05-2008,01-05-2008,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,EAST,C,C2,MILLER PARK
